uid,texto,fecha_prueba,apertura,presenta_apertura,responsabilidad,presenta_responsabilidad,sociabilidad,presenta_sociabilidad,amabilidad,presenta_amabilidad,neuroticismo,presenta_neuroticismo,fechaNacimiento,sexo,edad_calculada,Experimento
R6M9tEjlzOTLDiGU2G6nHcBBfK43, Hola muy buenas tardes el día de hoy les voy a enseñar Cómo crear un logotipo para crear un logotipo es primero necesario bocetar tus ideas como lo tengo como lo tengo aquí una vez que bocetas tus ideas comienzas el proceso de el naming que es escribir el nombre de tu empresa una vez que tienes escrito el nombre tu empresa y bocetado tu idea ahora te vas a ilustrador de ilustrador comienzas a vectorizar tus imágenes para posteriormente colocar la tipografía que más vaya con tu identidad corporativa una vez que tengas vectorizado tu logotipo escoges el color que vaya mejor con tu empresa gracias,27/04/2021,0.9,Sí,0.6,No,0.9,Sí,0.9,Sí,0.5,No,21/04/1995,Femenino,26,Exp 1-3
iXWwNMyEN5OBn4F6nMQnoqxNoki2, Hola el video de hoy se tratará más que nada de una comparativa entre pues dos instrumentos pues digamos que son en mi punto de vista son de un extremo a otro  por este lado tenemos el Jazz Bass Fender y el Precision Bass Fender pues bueno realmente digo que son de un extremo a otro porque prácticamente el precision podríamos encasillarlo que es para para géneros más pesados más rockeros pues le da ese sonido más robusto más crudo como para el rock en cambio un Jazz Bass te da esas esas,04/03/2021,0.8,Sí,0.8,Sí,0.3,No,0.8,Sí,0.9,Sí,23/07/1994,Masculino,26,Exp 1-3
CTyZqFJypOZEXkCQakWoPfHDZ353, Hola buen día todos el tema de hoy vamos a tratar sobre la importancia de pensar positivo en la educación en la India muchas escuelas empiezan las clases con una oración donde los niños respiran y dejan atrás los problemas para poderse concentrar en lo que van a aprender y estar como más tranquilos y receptivos a la educación al conocimiento o por otro lado un estudio en Europa demostró que cuando un profesor le decía a sus estudiantes oye tú puedes échale ganas vas muy bien yo creo en ti los estudiantes obtenían mejores resultados académicos y por eso yo creo que es muy importante que haya muy buena actitud tanto del profesor,23/04/2021,1,Sí,0.4,No,0.6,No,0.9,Sí,0.7,Sí,25/10/1980,Femenino,40,Exp 1-3
B6AJrl8ECWe2rIUCiO5TuYxeLwl1, Hola a todos bienvenidos a este video este pues vamos a lo que es jugar una serie de  juego de Zelda que sería un juego que no he jugado de hecho se llama A link to the Past esta versión vamos a jugar la versión de switch y pues si vamos a iniciar el juego en un momento así que vamos a esperar que la gente entre presentando entablando así que cómo les va como les ha ido en este día éste este es el switch este vamos a ver los comentarios muy bien todo ha sido perfecto este día no tanto la verdad si me levanté un poco aflojerado pero pues vamos iniciando el día desayuné bastante bien all good entonces pues si no vamos a,04/03/2021,0.7,Sí,0.8,Sí,0.7,Sí,0.5,No,0.9,Sí,02/12/1995,Masculino,25,Exp 1-3
jSdsa52xMCRfkLWPCdD8D713H312, Hola a todos amigos pues el día de hoy yo les voy a exponer sobre mis tips para poder estudiar de manera eficiente y pasar el ENAM el ENAM todos sabemos que es un momento muy estresante en la vida de todos los médicos así que yo les voy a decir los tips que a mí me funcionaron para estudiar y poder pasarlo a la primera vez lo primero que tienes que hacer es hacer un calendario o tener más o menos una idea de cuánto tiempo quieres dedicarle a lo que estas estudiando tienes que ponerte una meta y tratar de cumplirla todos los días tienes que estar consciente que tienes que estar estudiando todos los días incluso los fines de semana date ratos de descanso pero y darle prioridad al estudio tienes que también a mí me funcionó mucho tener una plataforma donde pudiera hacer exámenes de simulación y leer el feedback que te daban sobre las respuestas que sacaste bien o mal y tienes que estar sobre todo siempre,26/04/2021,0.8,Sí,0.8,Sí,0.8,Sí,1,Sí,0.3,No,06/09/1995,Femenino,25,Exp 1-3
bzGver1JCHYNcdCti6tuIrkQTYs1, Hablemos sobre las clases virtuales los pro y los contra que existen hoy en día los beneficios que le traen  a los estudiantes a los padres de familia pero también trae ciertos inconvenientes algunos de los inconvenientes es que si simplemente la cámara no no está prendida todo el tiempo tenemos la gran debilidad o el gran la desventaja perdón que no sabemos si el estudiante realmente nos está poniendo atención entonces eso a la vez provoca en el profesor cierto desánimo en cierto momento y también de los estudiantes el simple hecho que no haiga una interacción directa provoca pérdida de atención eso por una parte no es muy recomendable entonces para que se puedan dar de una manera adecuada es bueno que haya una interacción constante entre ellos que se haga una serie de preguntas durante la clase para mantener la atención del estudiante y que no se convierta en algo monótono  y tedioso para el estudiante debido a que centramos todo ,10/02/2021,0.8,Sí,0.8,Sí,0.6,No,0.8,Sí,0.6,No,15/03/1984,Masculino,36,Exp 1-3
Z3bzkauQOrTzcZ390OjQ6uVyYZ32, Es muy interesante no ósea como esta parte de la redes sociales ha crecido en los últimos años como personas comunes como tú y yo como nosotros han crecido de manera exponencial gracias a las redes sociales ósea de de ser prácticamente desconocidos a tener millones de seguidores y eso eso es algo que en el último año se dio con esto de la pandemia si recuerdan hace un año cuando empezaba la plataforma de Tik Tok muchas personas decíamos de que wey qué chingados es esto ósea no conocíamos a veíamos a la gente veíamos prácticamente a niños adolescentes que usaban esa plataforma y decíamos que voy a andar usando esa aplicación pero poco a poco nos fuimos adentrando nos fuimos adentrando y creo que muchos de nosotros hemos sido capturados por esta aplicación incluso Twitch este también Twitch crecieron muchísimas personas gracias a la pandemia porque,26/03/2021,0.8,Sí,0.6,No,0.8,Sí,0.6,No,1,Sí,22/09/1995,Masculino,25,Exp 1-3
E340bUlm6PTyhfRkREzYZcM6gfp1, El tema del que voy a hablar es de beisbol la MLB ya estamos en los entrenamientos de primavera Spring train los equipos que mejor se ven en este momentos son Yankees son Dodgers son Angelinos Washington lo que está haciendo Yankees en este momento es buscar más pitchers para tener una mejor rotación en el Bull Pen en su roster todos los pitchers que tiene otros rumores también son de que Aaron Judge puede cambiar de equipo que más equipos estuvieran interesados en él y que MediasRrojas que en Boston están buscando a un cuarto bate a un jugador que que se desenvuelva como como el estandarte de ese equipo que traiga home runes y que traiga carreras al equipo ,26/03/2021,0.6,No,0.7,Sí,0.6,No,0.7,Sí,0.3,No,01/03/1996,Masculino,25,Exp 1-3
n84XTQwKheUqUcjjd0OIusWEAtg1, Buenos días mi nombre es $Name$ les quiero hablar un poco sobre las clases en línea pero con los con las personas que tienen alguna discapacidad yo pienso que ahora es más difícil para ellos porque por ejemplo hay personas que están sordas o que están ciegas y por ejemplo me doy cuenta que se les ha dificultado mucho y hay papás que ya mejor ni los dejan que entren a clases que tomen la clase porque realmente no no se hallan con la forma en la que el maestro les explique el tema y como que ahí sí debería el maestro de estar más al pendiente de esas personas que realmente necesitan porque porque a ellos les encanta,23/04/2021,0.7,Sí,0.8,Sí,0.6,No,0.9,Sí,0.7,Sí,03/09/1991,Femenino,29,Exp 1-3
T8rWfFMhLgOmHRGhDMuVowcyUZJ3, Bueno yo vengo aquí a explicarles les vengo a decir algunas razones no por las cuales estudiar japonés pero pero realmente todas estas razones pudiesen decir fácilmente aplicables para cualquier lengua extranjera no no es lo exclusivo algunas si son un poquito específicas pero pues la primera es la primera es la típica es conocer toda una nueva cultura el conocer todo un nuevo no te ayuda a empatizar con gente del otro lado del mundo la segunda uno segunda razón por la cual hacerlo es que el valor curricular que te da como pues en mi caso profesionista es bastante grande en mi caso me ayudó a conseguir trabajo relativamente fácil siendo que mi trabajo no ni si quiera ocupaba el idioma simplemente fue un algo que les llamó mucho la atención,26/03/2021,0.7,Sí,0.9,Sí,0.9,Sí,0.9,Sí,0.5,No,12/04/1994,Masculino,26,Exp 1-3
pkcrgdVamvQpyF3mJAKQkAhQzTH3, Bueno voy a retomar un tema muy importante para mí que es la desviación de los datos entonces les comentaba que la chica es de una tes obscura afroamericana afrodescendiente entonces ella descubre que todos los algoritmos actualmente y sobre todo los datos pues contienen en mayor parte hombres y de tes clara entonces ella es una mujer de tes oscura entonces el algoritmo no es capaz de entender o de comprender y clasificar que es un rostro ella lo descubre poniéndose una máscara blanca y pues en cuanto se pone una máscara blanca detecta que hay un rostro,23/04/2021,0.8,Sí,0.6,No,0.5,No,0.8,Sí,0.8,Sí,15/11/1986,Femenino,34,Exp 1-3
RSBZRQmXtlOc4hAJxWTnXn3BYNM2, Bueno soy $Name$ y el día de hoy les quiero hablar sobre por qué entrenar la fuerza hace unos días estuve bueno todo cuando normalmente cuando entrenaba la fuerza pues iba al gimnasio y era lo que me ponían a hacer los instructores pero hace poco encontré información sobre cómo realmente debes entrenar la fuerza y esto se compone de tres ejercicios básicos que es el press el peso muerto y la sentadillas normalmente cuando vas a un gimnasio te ponen a hacer 1000 ejercicios diferentes y cada mes o constantemente te están cambiando los ejercicios y no tienes como el cómo medir tu progreso porque siempre estás haciendo cosas diferentes cuando haces estos ejercicios básicos además de que pues son los básicos y te ayudan tienes una forma también de medir tu progreso ya que estás haciendo constantemente lo mismo,26/03/2021,0.6,No,0.7,Sí,0.4,No,0.7,Sí,0.3,No,09/06/1996,Femenino,24,Exp 1-3
aq4nXj73ZzdZeXXTt8g0ZPrVDGm1, Bueno este voy a hablar un poco sobre sobre una pregunta qué es más importante el razonamiento crítico por la fe la fe la religión pues yo pienso que no necesariamente son cosas que se fluyen mutuamente sino que pienso que este la religión también puede tener su parte de razonamiento crítico de hecho han existido grandes filósofos que le han dado un razonamiento o argumentos para intentar demostrar la validez de la fe de la existencia de Dios entonces vaya que también posible aplicar un razonamiento crítico a la parte de la fe a la parte de la existencia de Dios considero muy importante que la fe debe estar basado en un razonamiento crítico,29/04/2021,0.8,Sí,0.6,No,0.4,No,0.8,Sí,0.3,No,07/08/1995,Masculino,25,Exp 1-3
m8zpZe9PXmQ9tRLjB7pVSCZwoYv2, Bueno el tema del que les voy a hablar es sobre las métricas de precisión que se le aplican a un modelo de predicción esto es para obtener una medida cuantitativa de qué tan bueno es un modelo este pues prediciendo lo que pues cualquier cosa realmente estas medidas son el accuracy la precisión el F1 Score y el recall cada una de ellas representa algo diferente de cómo se comporta el modelo y es necesario obtener varios de ellas a todas para realmente saber que también está funcionando,26/03/2021,0.9,Sí,0.7,Sí,0.2,No,0.7,Sí,0.6,No,10/07/1997,Masculino,23,Exp 1-3
fAz4EvOc27OPUj4C1fZzQZVRHwE3, Bueno buenas tardes a todos en este video el día de hoy vamos a revisar un tema muy interesante que es el tema de las proteínas y bueno yo creo que difícilmente vamos a encontrar algo más interesante para platicar con respecto a moléculas que el mundo tan diverso que existe con respecto a las proteínas de hecho si nosotros estimamos la cantidad de posibles proteínas que se pudieran sintetizar con base en los 20 diferentes aminoácidos que nosotros utilizamos en el organismo y la cantidad aproximada de aminoácidos por proteínas que son aproximadamente 100 y pues nosotros verdaderamente llegamos a un número asombrante en cuestión a diversidad de biomoléculas y eso es lo que hacen las proteínas ser las bio moléculas más dinámicas en nuestro organismo no se pueden utilizar para una infinidad de cuestiones distintas desde las muy conocidas proteínas que tienen funciones enzimáticas y que pues nos han ayudado a a desarrollarnos evolutivamente a lo largo de,26/04/2021,0.7,Sí,0.6,No,0.8,Sí,0.9,Sí,0.2,No,24/12/1986,Femenino,34,Exp 1-3
3Fh0E2ixcOXMXpa19b4z3SJ0fCE2, Buenas a todos yo soy $Name$ y aquí les traigo un video sobre algún tema en específico y pues vamos a darle,28/04/2021,0.9,Sí,0.9,Sí,0.6,No,0.6,No,0.9,Sí,02/09/1996,Masculino,24,Exp 1-3
j29Rti49F9PBTfI9EQdX2u3lF8l1, Una de las cosas que más me gustan es la historia como la historia de México por ejemplo me gusta principalmente el periodo prehispánico de México la épocas antiguas de la historia moderna actual por ejemplo me gusta como las antiguas civilizaciones interpretan los eventos naturales y los asignan a deidades como por ejemplo los Aztecas encontraba la explicación a que la lluvia era ocasionada por Tláloc los Nórdicos no entendían lo que era el trueno lo asignaron a Thor los antiguos griegos no podían darle una explicación a los cambios de estaciones del año y se lo atribuían a Hades y Perséfone,21/09/2021,0.6,No,0.8,Sí,0.6,No,0.5,No,0.6,No,06/11/1999,Masculino,21,Exp 2-1
NJgiMrfpC8QqlWUtu76dGKHs8TH3, Un tema que me gusta mucho son los videojuegos ya que los veo como un distractor bueno un distractor en buen sentido no una forma de distraerse ya después de haber hecho tus deberes Y pues creo que es algo que muchos deberían de intentar a lo mejor les puede llegar a apasionar y son Como un escape de la realidad también más que nada no pues si  intento jugar de varios tipos sólo de uno y como algo ya profesional como hay mucha gente que se dedica a ello y creo que sería todo,22/09/2021,0.6,No,0.5,No,0.2,No,0.6,No,0.6,No,28/06/2000,Masculino,21,Exp 2-1
psDqpI344mN7DKXJ4VGcJrwgeQ33, Si pues ya estoy grabando pero bueno como pueden ver me gusta mucho la música tengo ahorita la señal  bueno una de las cosas que me gusta mucho es la tecnología por ejemplo todo lo de los celulares discos duros y todo sobre las computadoras también otra de las cosas que también me gustas mucho como les había comentado es la música la lectura también me gusta mucho tengo algunos libros allá que no los tengo aquí en mi escritorio pero pero si me gusta mucho y eso es todo,20/09/2021,0.9,Sí,0.8,Sí,0.7,Sí,0.8,Sí,0.4,No,19/04/2000,Masculino,21,Exp 2-1
PIrzqEJUUqVgEP09eQpCi87EKlp1, qué pasó Amazing we es tu Sugar mami de dónde aver pasa,18/09/2021,0.4,No,0.4,No,0.7,Sí,0.7,Sí,0.6,No,07/03/2000,Masculino,21,Exp 2-1
8STuO6o0PIYFoKHqqI5JRDQK3k22, Pues un tema que me gusta mucho es sobre el arte el arte es la forma que tenemos los humanos o al menos una de las formas más bellas al parecer que tenemos los humanos para poder expresar a los demás los sentimientos que nosotros tenemos y así una persona que a pesar de estar a una distancia muy grande o estar en o hablar en un idioma distinto a través del arte es capaz de expresar una serie de sentimientos que pueden ser transmitidos a otras persona en otras partes del mundo a pesar de las diferencias culturales a pesar del idioma a pesar de la distancia entre ambos países a pesar de cualquier clase de conflicto que puedan tener entre ellos no me considero un experto en arte ni nada por el estilo pero si me gusta mucho intentar como que analizar obras artísticas intentar analizar un poco,20/09/2021,0.9,Sí,0.5,No,0.6,No,1,Sí,0.8,Sí,25/06/2000,Masculino,21,Exp 2-1
5XUrcbeJEAOpS2hBgJVetCjTL9r2, Pues no sé qué puedo decir a es difícil hablar pero bueno soy ex capitán del equipo de Rainbow Six del tec que estuvo compitiendo 3 semestres seguidos en el campeonato universitario de Rainbow Six la neta se agarro estuvo chilo al principio era nos daba miedo había gente mucho más buena nosotros éramos rangos chiquitos no tenemos mucho jugando al juego este si acaso teníamos dos años cada quien más o menos creo que un compañero y yo éramos los que teníamos más que teníamos,19/09/2021,0.7,Sí,0.8,Sí,0.5,No,0.7,Sí,0.4,No,15/01/2000,Masculino,21,Exp 2-1
98G4AnNeUIXYiJct7lybX2wSlmM2, Pues ayer estaba haciendo la tarea de metodología science y si hasta le puse bien bonito y así le puse cabecera parezco una morra porque ya le puse arriba le puse arriba una imagen así de texto ya hasta tiene encabezado y encabezado y pie de página entonces si me quedó bonito azul también lo hice así bien chilo pero me falta una de ego porque no sabía que era también pues que estoy haciendo cursos de Udemy y de Python y hice lo de cómo hacer un post de inversiones está bien chilo las inversiones de para desarollorar un algoritmo de entrenamiento de training,18/09/2021,0.8,Sí,0.6,No,0.3,No,0.7,Sí,0.6,No,30/10/2000,Masculino,20,Exp 2-1
3mY5hiDDB4TV8mGHjrOwbLGDfzd2, Pues acá todo bien la familia y a ustedes cómo les ha ido hay no se ,21/09/2021,0.8,Sí,0.7,Sí,0.6,No,0.8,Sí,0.4,No,17/11/1999,Femenino,21,Exp 2-1
a2oMzNP6GYNolXcXCunS060AOAt1, Oye we pues ayer estuve jugando un juego nuevo bueno no es nuevo ya lleva mucho tiempo pero pues no lo había probado y no sé si quieras jugarlo conmigo se llama Valorant pues es de shooters ya te la sabes por si quieres jugar y la otra vez encontré una página en la que puedes editar videos para cuando nos gusta ya vez que nos gusta hacer mini cortos para subirlos a la plataforma como Youtube pues ahí encontré unos y si lo quieres calar no pues me gustaría jugar si quieres ahorita si tienes tiempo así,20/09/2021,0.5,No,0.4,No,0.4,No,0.3,No,0.6,No,05/12/2000,Masculino,20,Exp 2-1
xYUiVAdgqTafgzTq8pPaCiw6smZ2, Oye la verdad sobre las guerra de  México yo no sabía que tenía tantas guerras yo pensé que tenía algunas pero la verdad tiene muchas revoluciones parece que todo mundo se quería separar de México desde el inicio no sé porque pero bueno así es la cosa no veo razón me sigo preguntando porque Sonora Tamaulipas Colima se querían separar de México por ejemplo Texas llevaba mucho tiempo queriéndose separar de México pero pues no lo hizo no sé porque es como porque México no lo dejaba básicamente entonces entrando pidió ayuda de Estados Unidos y básicamente se hizo independiente y luego no lo agarró Estados Unidos de todos modos mientras nos robaba de nuestro propio territorio no pero bueno también la de Francia y todo eso yo no sabía que había venido dos veces había venido Francia yo pensaba que nomas había venido una también son cosas que pasan México hizo historia como debe ser,17/09/2021,0.5,No,0.7,Sí,0.5,No,0.8,Sí,0.5,No,16/10/2000,Masculino,20,Exp 2-1
22GdR9pJ6yfUf8HNtzIpuiKxsJh1, Me gusta ir a entrenar porque me desestreso simplemente por eso y se supone que esta cosa tiene que durar 15 segundos así que si así que está bien me gusta ir a entrenar y la verdad también me gusta un poco de redes ver cosas de redes porque me parece muy interesante y sobre entrenar me gusta ir a entrenar porque realmente me desestreso siento que todo lo del día lo descargo ahí me gusta entrenar por eso y está mucho mejor,21/09/2021,0.3,No,0.8,Sí,0.4,No,0.3,No,0.6,No,19/06/2000,Masculino,21,Exp 2-1
yvhPhtXUXkMPfbjH1dJpHMi3yDh2, Le vengo a hablar sobre un juego se llama Team fortress 2 que es un juego en línea en el cual tú que son diferentes tipos de juegos y tú puedes agarrar distintos tipos de personaje que son 10 Y como ya lo dije son varios tipos de juego está divertido,20/09/2021,0.5,No,0.8,Sí,0.7,Sí,1,Sí,0.5,No,22/10/2000,Masculino,20,Exp 2-1
82Lrp8DhV0bN92XAI7ejGvTJM3C3, Hola mi nombre es $Name$ tengo 21 años paso la mayor parte del tiempo leyendo estudio ingeniería en sistemas computacionales mi color favorito es el color rosa muchas veces no me gusta llamar tanto la atención pero siento que siempre llamo la atención aunque no quiera creo que tengo una personalidad algo extraña antes de la pandemia me gustaba mucho ir al cine pero últimamente ya no he podido ir porque yo si estoy guardando la cuarentena porque me da mucho miedo enfermarme nací el 10 de Enero del 2000 y por lo general hago ese gesto de ver hacia arriba cuando no sé qué decir o me pongo un poco nerviosa a muchas personas les molesta pero a mí se me hace que es algo normal y pues eso es todo de mi parte,20/09/2021,1,Sí,0.8,Sí,0.6,No,1,Sí,0.5,No,10/01/2000,Femenino,21,Exp 2-1
CH0VGypLLBXdWK2R5QlWerBhx5e2, Hola me gusta jugar cocinar hacer deportes paso el tiempo con amigos salir a ,21/09/2021,0.4,No,0.6,No,0.7,Sí,0.8,Sí,0.6,No,08/04/2000,Masculino,21,Exp 2-1
rUHa9FJIWogXWctEehaUvgxF3fh1, Hay un juego que me gusta donde es difícil escalar y requiere bastante tiempo y práctica así que realmente estoy dudando en continuar jugando jugándolo o dedicar el tiempo otra cosa creo que ya se acabó el tiempo del primer experimento así que creo que si no estoy segura cómo funciona esto bueno continúo no estoy segura cuánto tiempo es ni cuánto se tardó en guardar el video anterior así que voy a esperar para hacer la prueba cuántos segundos son cuántos deben ser,19/09/2021,0.6,No,0.7,Sí,0.4,No,0.8,Sí,0.4,No,12/08/1999,Femenino,22,Exp 2-1
Z0aZ2BHKfzchGRkHXR1jhQG7UL93, En Realidad si hay algo que me encanta en la vida básicamente en mis medios de entretenimiento por lo general esas son las grandes referencias que hay sobre algún tipo de personaje algún tipo quizá una película por lo general las obras que yo consulto contienen referencias como por ejemplo en su momento existía un videojuego que se llamaba Contra en Contra se podía encontrar con muchos personajes que eran referentes de películas como por ejemplo Dos protagonistas eran sin duda los actores Arnold Schwarzenegger y Stallone éstos dos,20/09/2021,0.7,Sí,0.6,No,0.6,No,0.9,Sí,0.9,Sí,18/11/1999,Masculino,21,Exp 2-1
Y7gBaKcVwCgawmoRKE9RPbzLjIC3, Debería estar en cálculo del cálculo ahorita está pesado y los exámenes posiblemente estén cercas sin un examen ahorita me quedaría fatal y no podría estaría peor de todo ahorita debería ponerme a revisar los videos del profesor tengo unos  apuntes que me pueden ayudar ahorita tengo que pedirle a unos compañeros para buscar una reunión y ayudarlos a hacer el trabajo el profe es muy bueno pero explica algo rapidon y sería bueno que se vuelva a dar las clases o sea re ver las clases para consentimiento y bastante repaso no una vez si no unas 4 ó 5 veces se ocupa hacer si no tendré bastantes problemas en un futuro,20/09/2021,0.3,No,0.8,Sí,0.5,No,0.6,No,0.9,Sí,29/04/2000,Masculino,21,Exp 2-1
wxRKxoKGcpcDVC6KvMU94TUnXpI3, Creo que ya está grabando me piden que hable de un tema que me gusta pues podría ser la música yo creo escucho muchos diferentes géneros de música como puede ser pop rock electrónica un poco no lo sé casi no sé mucho de géneros soy más de bandas en específico me escucho más lo que viene siendo Shakira digamos por decir las viejitas canciones En el inglés escucho mucho también capital city escucho también música que son también de mis creencias cristiana Hillsong Revisen and Robot  cosas así me gusta mucho escuchar la música mientras estoy en clases escucho la música me ayuda un poquito a distraerme se podría decir y no y no perder la concentración de lo que estoy haciendo o escuchando de los maestros sirve como algo que me en lo que me distraigo pero que me ayuda a,20/09/2021,0.7,Sí,0.9,Sí,0.6,No,0.7,Sí,0.2,No,25/03/2000,Masculino,21,Exp 2-1
mNnB8tMx7gevuZjUNJRDTNiVuQF2, Bueno pues hablar de algo que me guste pues me gustan mucho los libros especialmente los libros que son de mi fantasía porque pues porque hay mucho drama en ellos y generalmente pues atrapan mucho lo que es la atención de lector y así entonces me gusta leer mucho los libros de fantasía y los de ciencia ficción Y también me gusta leer mucho los libros de romance aunque no sé me gusta leer los libros que sean metiches así entonces eso me entretiene me distrae un poco de todo el estrés de la escuela y todo eso entonces me entretengo con eso y también me gusta mucho pues escuchar música siempre que hago algo tengo que estar escuchando música es mi forma de concentrarme,20/09/2021,0.6,No,0.8,Sí,0.3,No,0.9,Sí,0.2,No,07/07/2000,Femenino,21,Exp 2-1
sBMzEL6gnTMHXL9U29XCacsxKoq1, Bueno pues a mí me gusta mucho lo que son los deportes me gusta mucho lo que es el beisbol el fútbol básquetbol el boxing en general todos los deportes más que practicarlos Me gusta mucho seguirlos me gusta mucho seguirlos y me gustan mucho las estadísticas de los jugadores cuales son sus puntajes poder determinar un score de algún partido gracias a que les doy seguimiento a los mismos entonces me gusta mucho lo que es el seguimiento de los deportes en general y también me gusta mucho lo que es el tenis el Racquet me gusta mucho lo que es la natación soy un fanático de los deportes,20/09/2021,0.6,No,0.6,No,0.6,No,0.5,No,0.6,No,24/09/1995,Masculino,25,Exp 2-1
ZdWF9nUqvgd3SABsKEP8YqVmK6J2, Bueno lo que pasa es que vamos a tener partido este domingo y va a ser contra dos equipos de los cuáles los dos tienen muy buen nivel espero que no nos peguen otra goleada porque venimos de perder Un partido de 6 a 2 y pues ya no queremos seguir dando pena en el torneo este que estamos haciendo y simplemente pues ya hace falta una victoria para subir el ánimo del equipo no importa tanto lo de ganar el chiste es divertirse la neta es divertirse de eso se trata el torneo de divertirse y llevarse bien pero pues una victoria siempre buena para a subir el ánimo a Como les decía no pues la neta tengo partido el Domingo y pues va  a estar Bueno nos toca dos partidos uno a las 7 y otro a las 9 we y nuestro equipo se llama el Chokies FC pues eso sería todo,19/09/2021,0.5,No,0.5,No,0.5,No,0.6,No,0.8,Sí,25/03/2000,Masculino,21,Exp 2-1
xZ46g4emvrR0MgIgRZOCBPYzPFJ2, Bueno amigos vamos a hablar sobre el tema de programación programación es los motivos de lo que me he unido a mi carrera de ingeniería en sistemas aunque la verdad no sabía nada de programación hasta después de mi Carrera me preguntaba si pudiera estudiarla aprender y reconocer lo que es programación ya después de haberlo conocido me ha interesado mucho en el tema más de lo que me había incorporado antes así que voy a voy a decir mis razones mi razón  es que es como muy sandbox sandbox es como decir los videojuegos los videojuegos sandbox son donde puede hacer lo que tú quieras aquí depende nomas tu imaginación Y saber cómo implementarlo nomás aquí tu único límite en la programación es la imaginación así que ahí es un mundo muy abierto y puedes hacer lo que tú quieras lo que me gusta de la,19/09/2021,0.2,No,0.6,No,0.3,No,0.5,No,0.4,No,11/08/2000,Masculino,21,Exp 2-1
8ZriZxvQTKYtbOfFu8kzVH3nWZF3, Ayer has de cuenta que llega un cliente con un A30S que no le agarraba el wifi y este ya le dije que lo iba a revisar y me lo dejó y ya pues ahí estaba revisándolo yo y ya cuando lo abro veo que esta mojado y le digo oiga que se le mojó no dice no se me mojó y ya le digo no pues que que hay que revisar esto esto y aquello que hay que levantar este blindaje pero pues el teléfono se puede apagar porque pues se trabo la lógica y así le estaba diciendo y ya pues pues me dice que simón que está bien que lo haga y ya lo hago ya abro el teléfono y está todo mojado trae sarro debajo del bise de wifi y pues ni modo me puse a revisarlo y cuando lo levanto trae como tres pistas comidas,20/09/2021,0.5,No,0.8,Sí,0.5,No,0.8,Sí,0.7,Sí,29/06/2000,Masculino,21,Exp 2-1
7jdFbTooNBS7O0JCdtridwjtjjA2, A mí me gustaría pues el otro día estuvimos jugando futbol el domingo nos metimos a un torneo de futbol y entonces fuimos al parque constitución y nos tocó jugar dos partidos entonces el primer partido estuvo más o menos porque la neta el otro equipo era bien bueno y nosotros nos cansábamos de corretearlos porque esos compas tenían un buen una buena zancada corrían demasiado tenían muy buena condición y pues uno como que los quería alcanzar pero no se podía sabes y ya íbamos 4 a 0 tranquilos y ya pues el siguiente partido ese sí estuvo mejor ese si fue 2 a 2 y la neta es que estuvo chilo porque si fue como más reñido más competitivo pues estuvimos arriba luego estuvimos abajo luego empatamos ósea hubo de todo pues estuvo chilo,20/09/2021,0.5,No,0.4,No,0.8,Sí,1,Sí,0.7,Sí,09/04/1999,Masculino,22,Exp 2-1
8ZriZxvQTKYtbOfFu8kzVH3nWZF3, Yo creo que mi fortaleza sería que me gusta centrarme mucho en las cosas si me das un algún proyecto no se puedo centrarme un tanto en él que seguir haciéndolo hasta que lo Termine Eso si también aprendo muy rápido sobre las diferentes cosas lo único que no me gusta es que me puedo estresar fácilmente aunque sienta yo que no lo voy a hacer el proyecto que no tengo las capacidades necesarias como para hacerlo esa parte de que  me guste terminar las cosas me da ánimo y siempre lo termino lo termino haciendo siempre termino investigando Siempre termino aprendiendo más cosas creo que eso es bueno y pero pues en sí nada más son esas dos cosas mis fortalezas y mis debilidades,20/09/2021,0.5,No,0.8,Sí,0.5,No,0.8,Sí,0.7,Sí,29/06/2000,Masculino,21,Exp 2-2
98G4AnNeUIXYiJct7lybX2wSlmM2, Una de mis mayores fortalezas sería que aprendo muy rápido que tengo mucha capacidad de retención de las cosas también tengo muchas habilidades de programación de parte de programación pues aprendo muy rápido y también una de mis mayores debilidades es que soy muy muy tengo mucho compromiso con las cosas de que me Escucho una idea o algo así bueno me pongo mucho investigar las cosas me clavo mucho las cosas también a veces tengo pero también me adapto mucho al cambio es una de mis fortalezas de que yo me adapto mucho el cambio y a lo que venga trato de hacer todo por qué deberían de contratarme porque tengo mucha habilidad,18/09/2021,0.8,Sí,0.6,No,0.3,No,0.7,Sí,0.6,No,30/10/2000,Masculino,20,Exp 2-2
CH0VGypLLBXdWK2R5QlWerBhx5e2, Una de mis fortalezas es que por lo general no paro hasta terminar una tarea hasta llegar al 100% una debilidad es que me distraigo muy fácilmente y deberían de contratarme por la facilidad,21/09/2021,0.4,No,0.6,No,0.7,Sí,0.8,Sí,0.6,No,08/04/2000,Masculino,21,Exp 2-2
22GdR9pJ6yfUf8HNtzIpuiKxsJh1, Sobre fortalezas y debilidades pues realmente no sé cuáles son mis fortalezas más que soy terco como una mula y debilidades son que cuando una algo no me sale me desespero muy rápido yo les voy a hablar sobre cómo los viejos ayudan mucho al manejo de estrés,21/09/2021,0.3,No,0.8,Sí,0.4,No,0.3,No,0.6,No,19/06/2000,Masculino,21,Exp 2-2
